list-none-m,12,1000,16,36000,34402852,955,9018
list-none-s,1,1000,4,3000,3012472,1004,574
list-none-s,1,1000,8,3000,1011887,337,34
list-none-s,1,1000,16,3000,660555,220,34
list-none-s,2,1000,4,6000,5453767,908,445
list-none-s,2,1000,8,6000,5731164,955,440
list-none-s,2,1000,16,6000,1805630,300,110
list-none-s,4,1000,4,12000,24018203,2001,5046
list-none-s,4,1000,8,12000,9630448,802,1473
list-none-s,4,1000,16,12000,6061299,505,635
list-none-s,8,1000,4,24000,50092521,2087,15658
list-none-s,8,1000,8,24000,20469907,852,4859
list-none-s,8,1000,16,24000,10102613,420,1975
list-none-s,12,1000,4,36000,110175342,3060,39659
list-none-s,12,1000,8,36000,37609672,1044,11186
list-none-s,12,1000,16,36000,17298229,480,4050
