list-none-none,1,10,1,30,83000,2766
list-none-none,1,100,1,300,102000,340
list-none-none,1,1000,1,3000,2823000,941
list-none-none,1,10000,1,30000,395633000,13187
list-none-none,1,20000,1,60000,128104000,2135
list-none-none,2,1,1,6,85000,14166
list-none-none,2,10,1,60,84000,1400
Corrupted.
Corrupted.
Corrupted.
Corrupted.
list-none-none,4,10,1,120,151000,1258
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
list-none-none,12,1,1,36,222000,6166
list-none-none,12,10,1,360,222000,616
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
list-i-none,2,2,1,12,100000,8333
list-i-none,2,4,1,24,173000,7208
list-i-none,2,8,1,48,91000,1895
list-i-none,2,16,1,96,101000,1052
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
list-d-none,2,1,1,6,92000,15333
list-d-none,2,2,1,12,79000,6583
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
list-il-none,2,1,1,6,94000,15666
list-il-none,2,2,1,12,243000,20250
Corrupted.
Corrupted.
list-il-none,2,8,1,48,97000,2020
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
list-il-none,12,1,1,36,352000,9777
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
list-dl-none,2,2,1,12,77000,6416
Corrupted.
list-dl-none,2,8,1,48,84000,1750
list-dl-none,2,16,1,96,102000,1062
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
Corrupted.
list-i-m,2,1,1,6,102000,17000
list-i-m,2,2,1,12,126000,10500
list-i-m,2,4,1,24,98000,4083
list-i-m,2,8,1,48,100000,2083
list-i-m,2,16,1,96,119000,1239
list-i-m,2,32,1,192,228000,1187
list-i-m,4,1,1,12,138000,11500
list-i-m,4,2,1,24,139000,5791
